Task ID,Task Link,Task Type,Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Subtasks IDs,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text,Home Location ID,Home Location,Other Location IDs,Other Locations
wdy2xgwp2u,https://app.clickup.com/t/wdy2xgwp2u,"Task","Select exactly three demonstrable specifications","Choose exactly three major specifications for the final demonstration and clearly highlight them.",to do,1784737281086,"7/22/2026, 12:21:21 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin,Kenn Pickavance]","[]",1,"Chapter 2: Engineering Specifications","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005980","Senior Design > Final Report > Chapter 2: Engineering Specifications","",""
wdy2xgwp2y,https://app.clickup.com/t/wdy2xgwp2y,"Task","Complete LED and driver circuitry","Choose and document one final method for controlling the LED array. Include drivers, current limiting, power requirements, and MCU connections.",to do,1784737288731,"7/22/2026, 12:21:28 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Anthony F]","[]",1,"Chapter 3: Hardware Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005981","Senior Design > Final Report > Chapter 3: Hardware Design","",""
wdy2xgwp2w,https://app.clickup.com/t/wdy2xgwp2w,"Task","Complete sensor analog front-end schematic","Create the implementation-ready phototransistor circuit, resistor or amplifier network, filtering, threshold method, decoupling, and ADC connection.",to do,1784737285562,"7/22/2026, 12:21:25 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Anthony F]","[]",1,"Chapter 3: Hardware Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005981","Senior Design > Final Report > Chapter 3: Hardware Design","",""
wdy2xgwp2x,https://app.clickup.com/t/wdy2xgwp2x,"Task","Finalize the 400-sensor MUX topology","Show every MUX bank, select line, enable line, ADC output, address scheme, channel count, and ESP32 connection.",to do,1784737286859,"7/22/2026, 12:21:26 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Anthony F]","[]",1,"Chapter 3: Hardware Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005981","Senior Design > Final Report > Chapter 3: Hardware Design","",""
wdy2xgwp2z,https://app.clickup.com/t/wdy2xgwp2z,"Task","Complete ESP32 and peripheral connections","Include ESP32-S3, TFT display, touch controller, buttons, microSD, BLE-related connections, boot, reset, USB programming, and communication buses.",to do,1784737290912,"7/22/2026, 12:21:30 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin,Anthony F]","[]",1,"Chapter 3: Hardware Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005981","Senior Design > Final Report > Chapter 3: Hardware Design","",""
wdy2xgwp30,https://app.clickup.com/t/wdy2xgwp30,"Task","Complete power regulation and protection schematic","Include 5 V input, LMR33620 3.3 V regulation, input protection, fuse, capacitors, inductor, feedback network, Power Good, grounding, connectors, and test points.",to do,1784737293338,"7/22/2026, 12:21:33 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Anthony F]","[]",1,"Chapter 3: Hardware Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005981","Senior Design > Final Report > Chapter 3: Hardware Design","",""
wdy2xgwp32,https://app.clickup.com/t/wdy2xgwp32,"Task","Perform electrical accuracy review","Review every schematic, voltage, current, part number, signal name, connector, and net label for consistency.",to do,1784737296758,"7/22/2026, 12:21:36 PM EDT",1785052800000,"7/26/2026, 4:00:00 AM EDT",,"",null,"","[]","[Anthony F]","[]",2,"Chapter 3: Hardware Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005981","Senior Design > Final Report > Chapter 3: Hardware Design","",""
wdy2xgwp31,https://app.clickup.com/t/wdy2xgwp31,"Task","Create custom PCB system architecture","Show the relationship between the sensor array, control PCB, power section, display, LED drivers, MUX banks, connectors, and enclosure.",to do,1784737295072,"7/22/2026, 12:21:35 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Anthony F,Nick Koteff]","[]",1,"Chapter 3: Hardware Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005981","Senior Design > Final Report > Chapter 3: Hardware Design","",""
wdy2xgwp4t,https://app.clickup.com/t/wdy2xgwp4t,"Task","Record AI-use metadata","For every documented use, record team member, date, tool, model or version, prompt, output, use, and validation method.",to do,1784737415698,"7/22/2026, 12:23:35 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin,Anthony F,Kenn Pickavance,Nick Koteff]","[]",2,"Chapter 11: Application of ChatGPT and Similar Platforms","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005989","Senior Design > Final Report > Chapter 11: Application of ChatGPT and Similar Platforms","",""
wdy2xgwp4w,https://app.clickup.com/t/wdy2xgwp4w,"Task","Move full prompts and outputs to Appendix E","Keep only case-study discussion in the chapter. Place complete prompts and outcomes in the appendix.",to do,1784737419875,"7/22/2026, 12:23:39 PM EDT",1785052800000,"7/26/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin]","[]",2,"Chapter 11: Application of ChatGPT and Similar Platforms","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005989","Senior Design > Final Report > Chapter 11: Application of ChatGPT and Similar Platforms","",""
wdy2xgwp4q,https://app.clickup.com/t/wdy2xgwp4q,"Task","Collect one AI case study from each team member","Each member should provide one project-specific example showing how AI helped, failed, required correction, or affected learning.",to do,1784737412298,"7/22/2026, 12:23:32 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin,Anthony F,Kenn Pickavance,Nick Koteff]","[]",2,"Chapter 11: Application of ChatGPT and Similar Platforms","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005989","Senior Design > Final Report > Chapter 11: Application of ChatGPT and Similar Platforms","",""
wdy2xgwp4r,https://app.clickup.com/t/wdy2xgwp4r,"Task","Write three to four AI case studies","Discuss benefits, limitations, errors, validation, learning impact, and how the result was actually used.",to do,1784737413771,"7/22/2026, 12:23:33 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin]","[]",1,"Chapter 11: Application of ChatGPT and Similar Platforms","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005989","Senior Design > Final Report > Chapter 11: Application of ChatGPT and Similar Platforms","",""
wdy2xgwp4u,https://app.clickup.com/t/wdy2xgwp4u,"Task","Correct AI compliance language","State clearly that AI assisted with research, organization, troubleshooting, and brainstorming; technical accuracy was checked; and the team reviewed and authored the submitted report prose.",to do,1784737418701,"7/22/2026, 12:23:38 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin,Kenn Pickavance]","[]",1,"Chapter 11: Application of ChatGPT and Similar Platforms","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005989","Senior Design > Final Report > Chapter 11: Application of ChatGPT and Similar Platforms","",""
wdy2xgwp4x,https://app.clickup.com/t/wdy2xgwp4x,"Task","Document PCB layout and routing","Include layers, copper planes, ground planes, power traces, thermal vias, analog separation, digital routing, MUX placement, regulator placement, test points, and connectors.",to do,1784737427321,"7/22/2026, 12:23:47 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Anthony F]","[]",1,"Chapter 12: System Fabrication and Prototype Construction","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005990","Senior Design > Final Report > Chapter 12: System Fabrication and Prototype Construction","",""
wdy2xgwp4y,https://app.clickup.com/t/wdy2xgwp4y,"Task","Document enclosure fabrication","Include faceplate, optical grid, rear enclosure, display opening, battery bracket, mounting features, materials, and 3D-printing approach.",to do,1784737428901,"7/22/2026, 12:23:48 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Nick Koteff]","[]",2,"Chapter 12: System Fabrication and Prototype Construction","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005990","Senior Design > Final Report > Chapter 12: System Fabrication and Prototype Construction","",""
wdy2xgwp51,https://app.clickup.com/t/wdy2xgwp51,"Task","Review prohibited and limited report images","Keep combined breadboard images within one page. Remove generic component photos, code, pinout images, excessive datasheet material, and debug screenshots from the main body.",to do,1784737435201,"7/22/2026, 12:23:55 PM EDT",1785052800000,"7/26/2026, 4:00:00 AM EDT",,"",null,"","[]","[Kenn Pickavance,Nick Koteff]","[]",2,"Chapter 12: System Fabrication and Prototype Construction","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005990","Senior Design > Final Report > Chapter 12: System Fabrication and Prototype Construction","",""
wdy2xgwp50,https://app.clickup.com/t/wdy2xgwp50,"Task","Create acquired and fabricated status table","Clearly show which parts are acquired, tested, designed, fabricated, pending, or moved to SD2.",to do,1784737432616,"7/22/2026, 12:23:52 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin,Anthony F,Kenn Pickavance,Nick Koteff]","[]",2,"Chapter 12: System Fabrication and Prototype Construction","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005990","Senior Design > Final Report > Chapter 12: System Fabrication and Prototype Construction","",""
wdy2xgwp4z,https://app.clickup.com/t/wdy2xgwp4z,"Task","Document assembly sequence","Explain PCB mounting, display installation, battery installation, connector routing, enclosure closure, and service access.",to do,1784737430600,"7/22/2026, 12:23:50 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Anthony F,Nick Koteff]","[]",2,"Chapter 12: System Fabrication and Prototype Construction","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005990","Senior Design > Final Report > Chapter 12: System Fabrication and Prototype Construction","",""
wdy2xgwp33,https://app.clickup.com/t/wdy2xgwp33,"Task","Finalize embedded firmware architecture","Document initialization, processing loop or FreeRTOS tasks, sensor acquisition, communication, display control, storage, and error handling.",to do,1784737303614,"7/22/2026, 12:21:43 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin]","[]",1,"Chapter 4: Software Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005982","Senior Design > Final Report > Chapter 4: Software Design","",""
wdy2xgwp39,https://app.clickup.com/t/wdy2xgwp39,"Task","Improve all software diagrams","Make every diagram large, readable, consistently styled, numbered correctly, introduced before display, and referenced in the text.",to do,1784737314498,"7/22/2026, 12:21:54 PM EDT",1785052800000,"7/26/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin]","[]",2,"Chapter 4: Software Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005982","Senior Design > Final Report > Chapter 4: Software Design","",""
wdy2xgwp36,https://app.clickup.com/t/wdy2xgwp36,"Task","Complete BLE and data-protocol design","Document BLE services, characteristics, connection behavior, commands, shot packets, synchronization, retries, and disconnection handling.",to do,1784737310063,"7/22/2026, 12:21:50 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin]","[]",1,"Chapter 4: Software Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005982","Senior Design > Final Report > Chapter 4: Software Design","",""
wdy2xgwp34,https://app.clickup.com/t/wdy2xgwp34,"Task","Complete sensor scanning and shot-detection design","Document MUX addressing, ADC sampling, threshold calibration, ambient-light rejection, cluster detection, weighted-centroid calculation, scoring, and duplicate-shot protection.",to do,1784737305743,"7/22/2026, 12:21:45 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin,Anthony F]","[]",1,"Chapter 4: Software Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005982","Senior Design > Final Report > Chapter 4: Software Design","",""
wdy2xgwp35,https://app.clickup.com/t/wdy2xgwp35,"Task","Complete display and physical-control software design","Document screen states, menus, buttons, touch controls, calibration controls, score display, mode handling, and battery status.",to do,1784737308322,"7/22/2026, 12:21:48 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin]","[]",2,"Chapter 4: Software Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005982","Senior Design > Final Report > Chapter 4: Software Design","",""
wdy2xgwp37,https://app.clickup.com/t/wdy2xgwp37,"Task","Complete local logging and error-recovery design","Document microSD logging, event structures, debug mode, watchdog behavior, invalid data handling, and recovery states.",to do,1784737311013,"7/22/2026, 12:21:51 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin]","[]",2,"Chapter 4: Software Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005982","Senior Design > Final Report > Chapter 4: Software Design","",""
wdy2xgwp38,https://app.clickup.com/t/wdy2xgwp38,"Task","Complete mobile-app architecture","Document React Native app structure, screens, history, analytics, settings, local database, BLE synchronization, and offline operation.",to do,1784737312758,"7/22/2026, 12:21:52 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin]","[]",2,"Chapter 4: Software Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005982","Senior Design > Final Report > Chapter 4: Software Design","",""
wdy2xgwp3d,https://app.clickup.com/t/wdy2xgwp3d,"Task","Document assembly and service access","Explain assembly order, rear-panel removal, battery access, PCB access, repairability, connector access, and transport protection.",to do,1784737322400,"7/22/2026, 12:22:02 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Nick Koteff]","[]",2,"Chapter 5: Prototype and Physical Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005983","Senior Design > Final Report > Chapter 5: Prototype and Physical Design","",""
wdy2xgwp3f,https://app.clickup.com/t/wdy2xgwp3f,"Task","Fix physical-design figure numbering","Fix missing Figure 5.2, duplicate Figures 5.4 and 5.5, caption wording, and the duplicated ""Visual Feedback Feedback"" phrase.",to do,1784737326116,"7/22/2026, 12:22:06 PM EDT",1785052800000,"7/26/2026, 4:00:00 AM EDT",,"",null,"","[]","[Nick Koteff]","[]",2,"Chapter 5: Prototype and Physical Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005983","Senior Design > Final Report > Chapter 5: Prototype and Physical Design","",""
wdy2xgwp3c,https://app.clickup.com/t/wdy2xgwp3c,"Task","Finalize PCB-to-faceplate alignment","Show exact sensor coordinates, mounting holes, standoffs, board edges, display position, and mechanical tolerances.",to do,1784737320421,"7/22/2026, 12:22:00 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Anthony F,Nick Koteff]","[]",2,"Chapter 5: Prototype and Physical Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005983","Senior Design > Final Report > Chapter 5: Prototype and Physical Design","",""
wdy2xgwp3e,https://app.clickup.com/t/wdy2xgwp3e,"Task","Replace weak concept images","Replace generic images or unnecessary AI concept art with team-created CAD, drawings, or technical illustrations.",to do,1784737324192,"7/22/2026, 12:22:04 PM EDT",1785052800000,"7/26/2026, 4:00:00 AM EDT",,"",null,"","[]","[Nick Koteff]","[]",2,"Chapter 5: Prototype and Physical Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005983","Senior Design > Final Report > Chapter 5: Prototype and Physical Design","",""
wdy2xgwp3a,https://app.clickup.com/t/wdy2xgwp3a,"Task","Finalize enclosure CAD","Complete front faceplate, rear enclosure, display opening, button openings, battery bracket, mounting system, removable panel, and cable access.",to do,1784737316966,"7/22/2026, 12:21:56 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Nick Koteff]","[]",1,"Chapter 5: Prototype and Physical Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005983","Senior Design > Final Report > Chapter 5: Prototype and Physical Design","",""
wdy2xgwp3b,https://app.clickup.com/t/wdy2xgwp3b,"Task","Finalize optical grid geometry","Document cell size, wall depth, laser-entry angle, ambient-light blocking, sensor placement, LED placement, and internal light-bleed prevention.",to do,1784737318474,"7/22/2026, 12:21:58 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Anthony F,Nick Koteff]","[]",1,"Chapter 5: Prototype and Physical Design","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005983","Senior Design > Final Report > Chapter 5: Prototype and Physical Design","",""
wdy2xgwp3k,https://app.clickup.com/t/wdy2xgwp3k,"Task","Update component acquisition status","Mark each major component as not ordered, ordered, received, tested, damaged, or replacement needed.",to do,1784737333399,"7/22/2026, 12:22:13 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin,Anthony F,Kenn Pickavance,Nick Koteff]","[]",2,"Chapter 6: Budget and Financing","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005984","Senior Design > Final Report > Chapter 6: Budget and Financing","",""
wdy2xgwp3g,https://app.clickup.com/t/wdy2xgwp3g,"Task","Create defensible bill of materials","Use columns for manufacturer, part number, description, quantity, unit price, extended price, supplier, ordered status, received status, and tested status.",to do,1784737327947,"7/22/2026, 12:22:07 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Anthony F,Kenn Pickavance]","[]",1,"Chapter 6: Budget and Financing","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005984","Senior Design > Final Report > Chapter 6: Budget and Financing","",""
wdy2xgwp3h,https://app.clickup.com/t/wdy2xgwp3h,"Task","Correct all BOM totals","Recalculate every row and correct the overall total. Remove entries such as ""several,"" ""N/A,"" and unsupported estimates.",to do,1784737329770,"7/22/2026, 12:22:09 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Kenn Pickavance]","[]",1,"Chapter 6: Budget and Financing","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005984","Senior Design > Final Report > Chapter 6: Budget and Financing","",""
wdy2xgwp3j,https://app.clickup.com/t/wdy2xgwp3j,"Task","Add contingency and prototype-risk costs","Include shipping, spare components, PCB revisions, failed components, replacement parts, and a 10-20% contingency.",to do,1784737331660,"7/22/2026, 12:22:11 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Kenn Pickavance]","[]",2,"Chapter 6: Budget and Financing","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005984","Senior Design > Final Report > Chapter 6: Budget and Financing","",""
wdy2xgwp3m,https://app.clickup.com/t/wdy2xgwp3m,"Task","Remove unsupported commercialization claims","Remove or qualify unsupported retail-price, production-cost, and profit-margin claims unless calculations and sources are included.",to do,1784737335738,"7/22/2026, 12:22:15 PM EDT",1785052800000,"7/26/2026, 4:00:00 AM EDT",,"",null,"","[]","[Kenn Pickavance]","[]",3,"Chapter 6: Budget and Financing","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005984","Senior Design > Final Report > Chapter 6: Budget and Financing","",""
wdy2xgwp3n,https://app.clickup.com/t/wdy2xgwp3n,"Task","Update SD1 milestone status","Mark each SD1 milestone as complete, partially complete, delayed, or moved to SD2. Add evidence where available.",to do,1784737341469,"7/22/2026, 12:22:21 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Kenn Pickavance]","[]",2,"Chapter 7: Project Milestones and Timeline","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005985","Senior Design > Final Report > Chapter 7: Project Milestones and Timeline","",""
wdy2xgwp3p,https://app.clickup.com/t/wdy2xgwp3p,"Task","Create detailed SD2 milestone plan","Include PCB completion, assembly, enclosure fabrication, firmware integration, app integration, verification testing, debugging, and final demonstration.",to do,1784737343290,"7/22/2026, 12:22:23 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin,Anthony F,Kenn Pickavance,Nick Koteff]","[]",2,"Chapter 7: Project Milestones and Timeline","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005985","Senior Design > Final Report > Chapter 7: Project Milestones and Timeline","",""
wdy2xgwp3q,https://app.clickup.com/t/wdy2xgwp3q,"Task","Create primary and secondary responsibility table","Every major project responsibility must have both a primary and secondary team member.",to do,1784737344982,"7/22/2026, 12:22:24 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Kenn Pickavance]","[]",1,"Chapter 7: Project Milestones and Timeline","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005985","Senior Design > Final Report > Chapter 7: Project Milestones and Timeline","",""
wdy2xgwp3r,https://app.clickup.com/t/wdy2xgwp3r,"Task","Track 30 countable pages per member","Create and maintain a tracker showing exactly 30 originally authored, countable main-body pages for each of the four team members.",to do,1784737347267,"7/22/2026, 12:22:27 PM EDT",1784880000000,"7/24/2026, 4:00:00 AM EDT",,"",null,"","[]","[Teesitin,Kenn Pickavance]","[]",1,"Chapter 7: Project Milestones and Timeline","[""Final Report""]","Senior Design","","","{}","[]","0", "",,NaN,,"1000490000005985","Senior Design > Final Report > Chapter 7: Project Milestones and Timeline","",""
